cleaned_text,label
i do not know what i have to do to request refunds of money,16
want assistance getting a rebate,16
i have paid unk_placeholderunk_placeholder for a product i want mydamn reimbursement,16
want help to receive a damn restitution of money,16
i do not know what i need to do to receive reimbursemenrs,16
i want to demand compensations of money,16
is it possible to get a reimbursement,16
need help obtaining restitutions of my money,16
where can i receive a rebate of my money,16
reimburse unk_placeholder dollars,16
help me to request a rebate of my money,16
refund unk_placeholderunk_placeholder,16
need assistance to obtain a refund of money,16
rebating unk_placeholder dollars,16
how can i ask for rebates of my money,16
i need assistance asdking for compensations,16
i do not know what i need to do to obtain rebates,16
i dont know what to do to obtain my money back,16
can you help me get a restitution of my money,16
could uhelp me asking for a damn restitution of money,16
want help to get a rebate of my money,16
want assistance to request a rebate,16
i am trying to receive a reimbursement,16
help me obtaining a compensation of money,16
i dont know how i can receive compensations,16
where to request reimbursements,16
i would like to ask for compensations,16
i ahve got to get rebates,16
i dont know how to receive a refund of my money,16
assistance to request my money back,16
help me ask for reimbursements of my money,16
would it be possible to get a refund,16
receiving rebate,16
i paid unk_placeholderunk_placeholder for this article where can i get a rebate,16
is it possible to demand a rebate of my money,16
where do i demand compensations,16
refundingunk_placeholderunk_placeholder,16
could you help me demanding restitutions of my money,16
i dont know what to do to reqquest my money back,16
rebate unk_placeholderunk_placeholder,16
i have paid unk_placeholderunk_placeholder for a product where to receive a rebate,16
howcan i receive a reimbursement,16
assistance to request a reimbursement of my money,16
i have paid unk_placeholderunk_placeholder for this item how to get my money back,16
i want assistance requesting rebates,16
i paid unk_placeholderunk_placeholder for this purchase i want my rebate,16
need assistance to ask for a compensation,16
can you help me obtaining a compensation,16
reimburse unk_placeholderunk_placeholder,16
want assistance to get my money back,16
i need help requesting rebates of money,16
i do not know how i could get a fucking rebate of my money,16
i paid unk_placeholder dollars for this item i want to obtain a refund,16
rebate unk_placeholderunk_placeholder,16
i paid unk_placeholderunk_placeholder for these articles where do i obtain a rebate,16
i dont know what i have to do to demand a compensation,16
wanna get reimbursements,16
i need help demanding my money back,16
i do not know what i need to do to request rebates,16
i dont know how i could request my money back,16
assistance to ask for a reimbursement,16
how to demand a compensation of my money,16
where do i get reimbursements of my money,16
i want assistance to ask for a rebate of my money,16
when am i ovtaining my money back,16
how could i get a retsitution of my money,16
wanna ask for rebates,16
i need assistance asking for a compensation of my money,16
assistance to request rebates,16
want assistance demanding compensations fo money,16
i need help to ask for a refund of my money,16
is it possible to ask for a rebate,16
i do not know how i could request compensations of money,16
i do not know how to get a rebate of money,16
need assistance receiving a bloody rebate of money,16
where to obtain rebates,16
i have got to reuqest rebates of money,16
refundingunk_placeholderunk_placeholder,16
i need help to obtain compensations of money,16
could you help me obtain rebates of money,16
where to request a rebate,16
how do i get compensations,16
i dont know how i can obtain rebates,16
i need assistance to obtain reimbursementsof money,16
what do i have to do to request a restitution of money,16
get money back,16
i have paid unk_placeholderunk_placeholder for this purchase help receiving a rebate,16
is it possible to receive reimbursements,16
where to ask for rebates of my money,16
can uhelp me ot request a damn compensation of money,16
can you help me receive goddamn compensations of money,16
i paid 1499for this article help obtaining a refund,16
i do not know how to demand refunds,16
i dont know what i have to do to demand my money back,16
what do i have to do to demand reimbursements of my money,16
i have got to obtain a rebate of my money,16
i need help to obtain a reimbursement of my money,16
i want assistance asking for a restitution of my money,16
i dont know how to request a refund of money,16
where do i obtain reimbursements of money,16
i dont know what i need to do to obtain a refund of my money,16
what do i need to do to ask for rebates,16
i need help requeting a refund of money,16
get reimbursement of money,16
how long till i get a compensation of mnoney,16
help obtaining a reimbursement of money,16
help to obtain my money back,16
i want assistance demanding a compensation,16
i paid unk_placeholderunk_placeholder for these items help receiving a compensation,16
how do i request a compensation of money,16
i do not know what i need to do to obtain my money back,16
reimbursing unk_placeholderunk_placeholder,16
i paid unk_placeholderunk_placeholder for a product help me to get a bloody rebate,16
refund unk_placeholderunk_placeholder,16
i paid unk_placeholderunk_placeholder for an item i need a compensation,16
i want assistance to ask for rebates,16
assistance obtaining a refund,16
i try to demand a rebate,16
refunding unk_placeholderunk_placeholder,16
how to ask for my money back,16
need assistance demanding my money back,16
i want help asking for a reimbursement of my monney,16
i am trying to get rebates of money,16
reimbursing unk_placeholder dollars,16
reimbusre unk_placeholderunk_placeholder,16
